date,start_time,duration_min,sport_id,sport_name,distance_km,calories,hr_avg,hr_max,cardio_load,muscle_load,perceived_load,recovery_time_hours
2020-10-22,2020-10-22T06:15:09,266.3354166666667,19,Road running,65.1871015625,1974,115,147,169.141,-1.0,,24.466666666666665
2020-10-24,2020-10-24T07:13:46,392.30625,38,Road cycling,163.417203125,2435,104,147,183.552,-1.0,,20.483333333333334
2020-10-26,2020-10-26T18:43:32,35.75416666666667,19,Road running,6.5105,481,167,177,84.633,-1.0,,14.516666666666667
2020-10-27,2020-10-27T11:29:46,64.76041666666667,18,Indoor cycling,0.0,564,129,172,66.6197,-1.0,,8.233333333333333
2020-10-28,2020-10-28T10:57:56,84.23958333333333,1,Running,5.02989990234375,600,112,131,49.1565,-1.0,,6.0
2020-10-29,2020-10-29T08:07:27,212.4125,3,Walking,10.5272998046875,1140,104,132,97.6287,-1.0,,10.65
2020-10-30,2020-10-30T15:46:00,177.11041666666668,38,Road cycling,140.775703125,1476,123,163,146.901,-1.0,,19.983333333333334
2020-11-07,2020-11-07T07:27:23,89.50208333333333,38,Road cycling,38.8075,956,146,173,132.278,-1.0,,21.316666666666666
2020-11-09,2020-11-09T12:39:30,60.62916666666667,18,Indoor cycling,0.0,511,125,168,56.6825,-1.0,,6.9
2020-11-10,2020-11-10T07:53:55,295.5729166666667,38,Road cycling,104.933703125,2171,113,160,179.196,-1.0,,23.666666666666668
2020-11-12,2020-11-12T07:59:41,446.8,38,Road cycling,435.0983125,2663,104,157,207.492,-1.0,,22.983333333333334
2020-11-15,2020-11-15T15:09:55,177.90625,38,Road cycling,79.654203125,1493,123,155,142.984,-1.0,,19.683333333333334
2020-11-18,2020-11-18T11:36:46,39.947916666666664,18,Indoor cycling,0.0,263,108,144,21.0279,-1.0,,2.066666666666667
2020-11-22,2020-11-22T07:11:14,154.81666666666666,38,Road cycling,73.7433984375,1356,126,162,137.268,-1.0,,19.033333333333335
2020-11-23,2020-11-23T12:28:18,45.62291666666667,12,Swimming,0.0,399,125,136,38.6669,-1.0,,5.033333333333333
2020-11-24,2020-11-24T11:10:00,53.52291666666667,12,Swimming,0.0,361,107,123,26.3702,-1.0,,2.65
2020-11-30,2020-11-30T11:22:27,54.9625,12,Swimming,0.0,530,133,147,56.1126,-1.0,,7.65
2020-12-02,2020-12-02T08:07:37,50.479166666666664,3,Walking,3.42189990234375,378,116,132,32.7106,-1.0,,3.933333333333333
2020-12-03,2020-12-03T06:35:22,334.93958333333336,2,Cycling,69.6761015625,2334,111,167,202.032,-1.0,,25.116666666666667
2020-12-05,2020-12-05T12:11:42,164.03333333333333,2,Cycling,76.2476015625,1384,125,166,147.366,-1.0,,20.733333333333334
2020-12-06,2020-12-06T18:56:47,63.4,2,Cycling,31.231,712,150,172,103.967,-1.0,,16.2
2020-12-08,2020-12-08T10:19:10,77.98958333333333,38,Road cycling,34.5286015625,834,146,173,120.623,-1.0,,20.483333333333334
2020-12-10,2020-12-10T07:50:39,306.2708333333333,38,Road cycling,253.97040625,2210,114,163,203.309,-1.0,,26.55
2020-12-12,2020-12-12T08:24:19,30.960416666666667,3,Walking,2.59010009765625,334,145,178,48.3946,-1.0,,5.366666666666666
2020-12-17,2020-12-17T12:48:02,118.08541666666666,12,Swimming,0.0,869,115,154,78.4027,-1.0,,10.216666666666667
2020-12-23,2020-12-23T07:13:27,238.50833333333333,38,Road cycling,49.52780078125,1753,114,175,159.934,-1.0,,20.366666666666667
2020-12-30,2020-12-30T07:14:13,372.71666666666664,38,Road cycling,57.468,2517,109,161,201.938,-1.0,,24.566666666666666
2020-12-31,2020-12-31T16:44:55,161.00833333333333,38,Road cycling,73.881796875,1399,126,169,144.534,-1.0,,19.7
2021-01-08,2021-01-08T18:51:25,8.00625,19,Road running,1.3470999755859374,80,137,155,9.54869,-1.0,,0.8
2021-01-08,2021-01-08T19:00:14,11.50625,19,Road running,2.5025,152,166,180,26.8566,-1.0,,2.566666666666667
2021-01-09,2021-01-09T06:23:37,139.95625,38,Road cycling,24.335099609375,916,107,151,75.4294,-1.0,,8.65
2021-01-10,2021-01-10T08:03:01,219.12708333333333,38,Road cycling,37.17419921875,1993,133,188,259.198,-1.0,,68.01666666666667
2021-01-11,2021-01-11T06:35:00,131.39166666666668,38,Road cycling,14.313900390625,850,106,123,63.5251,-1.0,,7.133333333333334
2021-01-12,2021-01-12T18:35:46,4.227083333333334,36,Mountain biking,0.6067999877929687,35,117,134,2.89474,-1.0,,0.21666666666666667
2021-01-12,2021-01-12T18:40:10,27.733333333333334,36,Mountain biking,5.11789990234375,332,154,174,49.9184,-1.0,,5.883333333333334
2021-01-19,2021-01-19T09:51:22,135.08125,38,Road cycling,46.261,1408,145,181,211.316,-1.0,,58.35
2021-01-22,2021-01-22T17:03:21,93.825,38,Road cycling,17.12969921875,915,139,186,125.362,-1.0,,21.05
2021-01-27,2021-01-27T16:49:09,64.45625,38,Road cycling,3.67110009765625,373,103,145,30.0934,-1.0,,2.65
2021-02-03,2021-02-03T11:08:24,79.91666666666667,12,Swimming,0.0,687,124,148,67.3883,-1.0,,9.166666666666666
2021-02-17,2021-02-17T15:15:39,68.72291666666666,1,Running,4.010800048828125,523,125,158,51.8756,-1.0,,6.433333333333334
2021-02-17,2021-02-17T13:33:28,44.0,12,Swimming,0.0,381,125,139,37.454,-1.0,,4.75
2021-02-20,2021-02-20T16:53:00,101.79166666666667,36,Mountain biking,9.465099609375,962,133,152,106.314,-1.0,,15.55
2021-02-28,2021-02-28T10:31:45,546.75625,3,Walking,20.937,2650,103,161,253.395,-1.0,,27.9
2021-03-10,2021-03-10T08:43:22,51.68125,3,Walking,3.67710009765625,418,120,139,37.4447,-1.0,,4.7
2021-03-16,2021-03-16T07:38:56,129.97708333333333,38,Road cycling,54.2383984375,1149,128,173,125.367,-1.0,,16.9
2021-03-19,2021-03-19T08:18:14,247.36041666666668,38,Road cycling,37.60169921875,1893,116,159,164.364,-1.0,,21.85
2021-03-25,2021-03-25T07:45:42,137.83958333333334,38,Road cycling,36.4905,1095,119,171,101.284,-1.0,,13.2
2021-03-30,2021-03-30T06:45:17,298.5083333333333,38,Road cycling,359.3796875,2200,114,147,185.941,-1.0,,24.633333333333333
2021-04-02,2021-04-02T07:48:29,101.78541666666666,38,Road cycling,26.68069921875,854,123,164,82.3411,-1.0,,10.95
2021-04-05,2021-04-05T17:52:55,67.88125,38,Road cycling,21.94219921875,556,123,160,56.8474,-1.0,,7.266666666666667
2021-04-07,2021-04-07T11:44:41,148.32291666666666,12,Swimming,0.0,1204,121,148,111.556,-1.0,,16.016666666666666
2021-04-08,2021-04-08T06:11:13,199.5625,38,Road cycling,131.887703125,1541,118,155,142.004,-1.0,,18.633333333333333
2021-04-08,2021-04-08T19:40:55,91.40416666666667,64,Body & Mind,0.0,180,75,110,11.6179,-1.0,,0.05
2021-04-11,2021-04-11T13:08:39,5.822916666666667,36,Mountain biking,0.8479000244140625,57,135,159,6.77693,-1.0,,0.48333333333333334
2021-04-11,2021-04-11T13:14:50,30.191666666666666,19,Road running,5.4527998046875,402,166,177,69.5586,-1.0,,10.116666666666667
2021-04-13,2021-04-13T08:42:08,49.4625,15,Other indoor,0.0,259,104,135,21.6527,-1.0,,2.1666666666666665
2021-04-13,2021-04-13T09:31:46,57.87083333333333,15,Other indoor,0.0,327,105,123,26.4577,-1.0,,2.6333333333333333
2021-04-15,2021-04-15T08:47:06,103.35,15,Other indoor,0.0,614,106,133,50.1783,-1.0,,5.366666666666666
2021-04-18,2021-04-18T12:37:16,6.45,36,Mountain biking,0.8185,61,131,145,6.5212,-1.0,,0.4666666666666667
2021-04-18,2021-04-18T12:43:53,30.785416666666666,36,Mountain biking,4.9807998046875,400,163,175,65.9963,-1.0,,8.633333333333333
2021-04-18,2021-04-18T13:14:56,39.985416666666666,3,Walking,2.870699951171875,337,125,171,34.672,-1.0,,4.183333333333334
2021-04-20,2021-04-20T07:33:54,39.90833333333333,2,Cycling,0.0,363,135,191,47.6478,-1.0,,5.616666666666666
2021-04-21,2021-04-21T07:41:04,35.75,38,Road cycling,0.0,313,127,161,32.622,-1.0,,3.9833333333333334
2021-04-21,2021-04-21T17:39:08,67.25833333333334,38,Road cycling,0.0,532,121,181,54.0276,-1.0,,6.616666666666666
2021-04-22,2021-04-22T07:37:18,33.31666666666667,38,Road cycling,12.4792998046875,340,147,187,51.5625,-1.0,,6.066666666666666
2021-04-26,2021-04-26T08:20:22,16.7125,38,Road cycling,6.0125,118,112,128,9.47246,-1.0,,0.7666666666666667
2021-04-26,2021-04-26T13:28:22,90.97291666666666,1,Running,8.695400390625,822,127,152,82.7855,-1.0,,11.583333333333334
2021-04-27,2021-04-27T13:03:32,29.785416666666666,2,Cycling,10.495099609375,231,117,131,20.0428,-1.0,,2.25
2021-04-28,2021-04-28T09:19:55,28.339583333333334,2,Cycling,9.176900390625,243,125,142,23.6475,-1.0,,2.8333333333333335
2021-04-28,2021-04-28T16:36:26,50.15,2,Cycling,11.9585,348,110,147,28.1344,-1.0,,3.1166666666666667
2021-04-29,2021-04-29T13:03:01,33.233333333333334,2,Cycling,10.2825,315,133,162,35.8191,-1.0,,4.45
2021-04-29,2021-04-29T16:53:24,56.34375,2,Cycling,0.0,420,115,139,36.2744,-1.0,,4.333333333333333
